order_id,customer_id,order_date,ship_date,total_amount,order_status
11966,3015,2023-08-05,2023-08-08,841.52,Completed
11967,3015,2023-09-28,2023-10-02,145.38,Completed
11968,3015,2023-12-22,2023-12-25,396.48,Completed
11969,3015,2024-01-02,2024-01-03,874.94,Completed
11970,3015,2024-02-19,2024-02-22,231.76,Completed
11971,3015,2024-03-05,2024-03-09,880.64,Completed
11972,3016,2022-12-06,2022-12-10,341.71,Completed
11973,3017,2024-09-15,2024-09-20,296.19,Completed
11974,3017,2024-10-16,2024-10-20,1277.47,Completed
11975,3018,2023-03-10,2023-03-14,1602.81,Completed
11976,3019,2023-02-09,2023-02-13,1674.49,Completed
11977,3019,2023-02-17,2023-02-19,4721.1,Completed
11978,3019,2023-04-30,2023-05-02,675.29,Completed
11979,3020,2022-07-31,2022-08-03,4584.46,Completed
11980,3020,2022-09-30,2022-10-01,247.91,Completed
11981,3020,2022-10-23,2022-10-27,776.73,Completed
11982,3020,2023-01-17,2023-01-19,3616.96,Completed
11983,3020,2023-03-29,2023-04-01,533.58,Completed
11984,3020,2023-06-05,2023-06-09,856.31,Completed
11985,3020,2023-07-09,2023-07-10,2125.82,Completed
11986,3020,2023-09-24,2023-09-27,393.66,Completed
11987,3021,2024-05-29,2024-06-01,269.85,Completed
11988,3022,2022-07-17,2022-07-18,488.51,Completed
11989,3022,2022-09-29,2022-09-30,991.1,Completed
11990,3022,2022-11-21,2022-11-25,469.03,Completed
11991,3022,2023-02-03,2023-02-04,1880.31,Completed
11992,3022,2023-04-18,2023-04-21,440.37,Completed
11993,3023,2023-01-04,2023-01-08,197.66,Completed
11994,3023,2023-04-01,2023-04-06,1885.06,Completed
11995,3023,2023-04-21,2023-04-25,108.32,Completed
11996,3023,2023-04-29,2023-05-01,867.29,Completed
11997,3023,2023-07-28,2023-08-01,225.87,Completed
11998,3023,2023-08-10,2023-08-11,2222.66,Completed
11999,3023,2023-10-03,2023-10-04,124.37,Completed
12000,3023,2023-12-15,2023-12-18,1301.58,Completed
12001,3023,2024-01-18,2024-01-21,1233.38,Completed
12002,3023,2024-03-09,2024-03-13,1240.43,Completed
12003,3023,2024-04-15,2024-04-16,5122.93,Completed
12004,3023,2024-06-11,2024-06-12,236.27,Completed
12005,3023,2024-07-01,2024-07-04,5497.4,Completed
12006,3023,2024-09-01,2024-09-03,847.65,Completed
12007,3024,2024-11-26,2024-12-01,305.5,Completed
12008,3025,2024-06-13,2024-06-18,1031.5,Completed
12009,3025,2024-09-04,2024-09-06,1550.49,Completed
12010,3025,2024-11-16,2024-11-18,2702.55,Completed
12011,3026,2024-04-13,2024-04-15,684.62,Completed
12012,3027,2022-09-02,2022-09-06,1918.65,Completed
12013,3027,2022-09-17,2022-09-21,1934.96,Completed
12014,3027,2022-10-21,2022-10-23,202.92,Completed
12015,3028,2024-10-03,2024-10-07,126.39,Completed
12016,3028,2024-11-01,2024-11-05,1587.95,Completed
12017,3028,2024-11-17,2024-11-20,2688.2,Completed
12018,3029,2022-12-27,2022-12-31,583.62,Completed
12019,3030,2024-08-10,2024-08-14,2017.46,Completed
12020,3031,2024-07-06,2024-07-11,523.37,Completed
12021,3032,2022-09-08,2022-09-09,203.45,Completed
12022,3033,2022-09-09,2022-09-10,350.27,Completed
12023,3033,2022-10-26,2022-10-29,3295.43,Completed
12024,3033,2023-01-11,2023-01-14,1098.56,Completed
12025,3033,2023-02-11,2023-02-14,44.5,Completed
12026,3033,2023-04-13,2023-04-14,1861.21,Completed
12027,3033,2023-06-16,2023-06-17,759.71,Completed
12028,3033,2023-08-07,2023-08-10,720.08,Completed
12029,3033,2023-09-27,2023-09-29,1432.15,Completed
12030,3033,2023-10-08,2023-10-13,1981.07,Completed
12031,3033,2023-11-16,2023-11-17,3771.37,Completed
12032,3033,2023-11-30,2023-12-03,306.15,Completed
12033,3033,2024-01-28,2024-02-02,2189.75,Completed
12034,3034,2024-11-10,2024-11-11,455.96,Completed
12035,3035,2024-09-14,2024-09-19,1361.63,Completed
12036,3035,2024-11-23,2024-11-24,5238.73,Completed
12037,3036,2022-07-14,2022-07-18,575.35,Completed
12038,3036,2022-09-01,2022-09-04,274.57,Completed
12039,3036,2022-10-07,2022-10-09,3048.01,Completed
12040,3036,2022-12-18,2022-12-20,994.26,Completed
12041,3036,2023-01-06,2023-01-09,433.84,Completed
12042,3037,2024-09-24,2024-09-25,574.48,Completed
12043,3038,2022-09-19,2022-09-24,717.1,Completed
12044,3038,2022-10-29,2022-11-02,1586.86,Completed
12045,3038,2022-12-18,2022-12-23,3257.95,Completed
12046,3038,2023-01-25,2023-01-27,1119.34,Completed
12047,3038,2023-04-09,2023-04-10,2079.99,Completed
12048,3038,2023-04-29,2023-05-01,4200.2,Completed
12049,3038,2023-07-24,2023-07-29,4145.47,Completed
12050,3038,2023-08-09,2023-08-11,959.96,Completed
12051,3038,2023-08-26,2023-08-27,1157.75,Completed
12052,3038,2023-10-19,2023-10-22,1350.19,Completed
12053,3038,2023-11-30,2023-12-05,83.39,Completed
12054,3038,2024-02-15,2024-02-17,2265.1,Completed
12055,3038,2024-04-15,2024-04-17,1375.58,Completed
12056,3038,2024-07-14,2024-07-16,338.18,Completed
12057,3038,2024-10-04,2024-10-07,936.85,Completed
12058,3039,2022-05-15,2022-05-18,389.18,Completed
12059,3039,2022-07-11,2022-07-13,330.94,Completed
12060,3039,2022-08-01,2022-08-05,1141.06,Completed
12061,3039,2022-10-21,2022-10-25,3216.78,Completed
12062,3039,2022-12-10,2022-12-11,494.27,Completed
12063,3039,2022-12-26,2022-12-30,2914.18,Completed
12064,3039,2023-03-12,2023-03-13,442.33,Completed
12065,3040,2022-02-10,2022-02-14,855.32,Completed
12066,3041,2022-05-12,2022-05-15,3959.72,Completed
12067,3042,2022-08-29,2022-09-01,671.28,Completed
12068,3042,2022-10-20,2022-10-22,3635.47,Completed
12069,3042,2022-12-24,2022-12-26,859.74,Completed
12070,3042,2023-01-01,2023-01-03,1060.54,Completed
12071,3042,2023-02-07,2023-02-11,1499.99,Completed
12072,3042,2023-04-19,2023-04-21,1815.4,Completed
12073,3043,2023-01-08,2023-01-12,4070.71,Completed
12074,3043,2023-02-22,2023-02-27,4824.02,Completed
12075,3043,2023-04-05,2023-04-09,1966.8,Completed
12076,3043,2023-06-21,2023-06-23,2511.14,Completed
12077,3044,2023-10-13,2023-10-17,1994.43,Completed
12078,3045,2022-09-26,2022-09-29,3708.17,Completed
12079,3045,2022-12-19,2022-12-20,318.21,Completed
12080,3045,2023-03-19,2023-03-21,1983.61,Completed
12081,3045,2023-05-07,2023-05-12,5483.04,Completed
12082,3045,2023-06-08,2023-06-10,690.1,Completed
12083,3045,2023-07-31,2023-08-04,408.57,Completed
12084,3045,2023-09-25,2023-09-27,4968.39,Completed
12085,3045,2023-10-15,2023-10-16,408.14,Completed
12086,3045,2023-12-11,2023-12-13,360.13,Completed
12087,3045,2024-02-14,2024-02-15,2355.32,Completed
12088,3045,2024-04-23,2024-04-26,721.32,Completed
12089,3045,2024-07-11,2024-07-12,3247.38,Completed
12090,3045,2024-09-29,2024-10-02,2231.9,Completed
12091,3045,2024-11-21,2024-11-23,1803.36,Completed
12092,3046,2022-11-27,2022-11-28,166.56,Completed
12093,3046,2023-01-27,2023-01-30,270.95,Completed
12094,3046,2023-04-23,2023-04-27,3136.46,Completed
12095,3046,2023-07-05,2023-07-08,1390.25,Completed
12096,3047,2023-06-10,2023-06-11,1643.08,Completed
12097,3047,2023-06-25,2023-06-30,146.17,Completed
12098,3047,2023-08-25,2023-08-26,1222.28,Completed
12099,3047,2023-11-04,2023-11-05,341.93,Completed
12100,3047,2024-01-03,2024-01-05,637.18,Completed
12101,3047,2024-03-07,2024-03-09,5899.27,Completed
12102,3047,2024-03-18,2024-03-20,312.45,Completed
12103,3047,2024-06-01,2024-06-05,391.06,Completed
12104,3047,2024-07-16,2024-07-20,736.77,Completed
12105,3047,2024-09-03,2024-09-04,2217.48,Completed
12106,3047,2024-10-31,2024-11-03,4597.91,Completed
12107,3047,2024-11-16,2024-11-20,2476.27,Completed
12108,3048,2022-09-17,2022-09-21,219.04,Completed
12109,3048,2022-10-25,2022-10-29,3464.66,Completed
12110,3048,2022-12-05,2022-12-09,2634.9,Completed
12111,3048,2023-01-24,2023-01-27,2063.81,Completed
12112,3049,2022-12-23,2022-12-24,44.44,Completed
12113,3049,2023-01-13,2023-01-17,5893.88,Completed
12114,3049,2023-02-18,2023-02-20,334.68,Completed
12115,3049,2023-04-18,2023-04-21,149.77,Completed
12116,3049,2023-04-30,2023-05-05,3258.73,Completed
12117,3049,2023-06-08,2023-06-11,4365.78,Completed
12118,3049,2023-08-04,2023-08-09,1470.87,Completed
12119,3049,2023-10-08,2023-10-10,4561.96,Completed
12120,3050,2023-05-29,2023-06-01,2852.63,Completed
12121,3050,2023-07-20,2023-07-24,1919.85,Completed
12122,3050,2023-09-15,2023-09-19,9.94,Completed
12123,3050,2023-11-16,2023-11-18,170.61,Completed
12124,3050,2024-01-01,2024-01-03,910.13,Completed
12125,3050,2024-03-03,2024-03-07,1171.62,Completed
12126,3050,2024-05-22,2024-05-23,1681.07,Completed
12127,3050,2024-06-20,2024-06-23,1177.9,Completed
12128,3052,2024-07-02,2024-07-06,237.35,Completed
12129,3052,2024-08-16,2024-08-17,2266.32,Completed
12130,3053,2024-10-06,2024-10-08,403.24,Completed
12131,3054,2023-12-30,2024-01-04,5234.08,Completed
12132,3054,2024-03-01,2024-03-06,1286.25,Completed
12133,3054,2024-04-12,2024-04-15,1362.06,Completed
12134,3054,2024-05-03,2024-05-05,643.68,Completed
12135,3054,2024-05-24,2024-05-26,90.12,Completed
12136,3054,2024-06-24,2024-06-29,1894.87,Completed
12137,3054,2024-08-17,2024-08-19,875.17,Completed
12138,3055,2022-07-22,2022-07-24,2025.41,Completed
12139,3055,2022-08-05,2022-08-07,3561.69,Completed
12140,3056,2022-03-20,2022-03-24,3292.92,Completed
12141,3056,2022-05-01,2022-05-03,454.86,Completed
12142,3056,2022-07-04,2022-07-05,4477.92,Completed
12143,3056,2022-08-04,2022-08-09,3236.12,Completed
12144,3056,2022-08-20,2022-08-21,1306.15,Completed
12145,3056,2022-09-13,2022-09-15,938.85,Completed
12146,3057,2023-09-07,2023-09-10,230.62,Completed
12147,3058,2023-03-20,2023-03-24,345.32,Completed
12148,3059,2022-09-28,2022-10-01,1155.58,Completed
12149,3059,2022-11-13,2022-11-14,3845.7,Completed
12150,3059,2023-01-17,2023-01-18,110.5,Completed
12151,3059,2023-02-26,2023-02-27,2521.68,Completed
12152,3059,2023-05-15,2023-05-18,411.1,Completed
12153,3059,2023-07-04,2023-07-08,2556.36,Completed
12154,3060,2023-06-08,2023-06-13,422.87,Completed
12155,3060,2023-06-26,2023-06-28,394.89,Completed
12156,3060,2023-09-17,2023-09-18,4550.01,Completed
12157,3060,2023-10-15,2023-10-20,1060.22,Completed
12158,3060,2024-01-03,2024-01-08,557.93,Completed
12159,3061,2022-12-08,2022-12-10,1841.72,Completed
12160,3062,2022-06-27,2022-07-01,548.67,Completed
12161,3062,2022-09-06,2022-09-10,1276.08,Completed
12162,3062,2022-10-11,2022-10-16,1437.33,Completed
12163,3063,2024-05-24,2024-05-29,1983.61,Completed
12164,3063,2024-08-19,2024-08-22,20.14,Completed
12165,3063,2024-09-29,2024-09-30,818.07,Completed
12166,3063,2024-11-27,2024-11-29,4140.06,Completed
12167,3064,2023-02-26,2023-02-27,1214.88,Completed
12168,3065,2023-07-12,2023-07-13,131.44,Completed
12169,3065,2023-08-28,2023-08-31,197.06,Completed
12170,3065,2023-11-20,2023-11-25,672.55,Completed
12171,3065,2024-02-16,2024-02-17,1028.79,Completed
12172,3065,2024-03-23,2024-03-26,2894.2,Completed
12173,3065,2024-05-22,2024-05-25,469.22,Completed
12174,3065,2024-08-17,2024-08-20,509.16,Completed
12175,3065,2024-09-17,2024-09-18,517.69,Completed
12176,3065,2024-11-20,2024-11-24,704.61,Completed
12177,3066,2024-02-03,2024-02-08,460.33,Completed
12178,3066,2024-05-03,2024-05-08,1335.74,Completed
12179,3066,2024-05-26,2024-05-27,3327.45,Completed
12180,3066,2024-07-04,2024-07-08,289.78,Completed
12181,3066,2024-09-26,2024-09-29,196.03,Completed
12182,3066,2024-11-09,2024-11-13,1229.98,Completed
12183,3067,2022-11-17,2022-11-22,852.78,Completed
12184,3068,2024-02-23,2024-02-28,5847.4,Completed
12185,3068,2024-03-29,2024-04-02,115.17,Completed
12186,3068,2024-06-25,2024-06-27,731.91,Completed
12187,3068,2024-09-19,2024-09-24,828.97,Completed
12188,3068,2024-11-21,2024-11-24,94.15,Completed
12189,3069,2022-06-10,2022-06-11,4293.12,Completed
12190,3070,2022-08-15,2022-08-20,3110.97,Completed
12191,3070,2022-10-29,2022-10-31,816.2,Completed
12192,3071,2023-11-08,2023-11-12,4937.06,Completed
12193,3071,2023-12-09,2023-12-12,409.32,Completed
12194,3071,2024-01-12,2024-01-14,82.66,Completed
12195,3071,2024-01-27,2024-01-31,2002.22,Completed
12196,3071,2024-03-14,2024-03-19,3043.26,Completed
12197,3072,2023-11-19,2023-11-23,1373.22,Completed
12198,3073,2023-04-13,2023-04-18,1183.45,Completed
12199,3073,2023-05-04,2023-05-06,94.05,Completed
12200,3073,2023-05-24,2023-05-28,1346.02,Completed
12201,3074,2022-07-23,2022-07-28,248.04,Completed
12202,3074,2022-09-06,2022-09-10,689.88,Completed
12203,3074,2022-10-03,2022-10-08,870.68,Completed
12204,3074,2022-10-31,2022-11-05,386.63,Completed
12205,3074,2022-12-16,2022-12-18,1134.27,Completed
12206,3074,2023-02-10,2023-02-14,2825.84,Completed
12207,3074,2023-03-11,2023-03-13,1056.18,Completed
12208,3074,2023-04-14,2023-04-19,1579.04,Completed
12209,3075,2024-02-20,2024-02-23,1921.61,Completed
12210,3075,2024-04-30,2024-05-03,2452.28,Completed
12211,3075,2024-05-18,2024-05-23,2499.87,Completed
12212,3075,2024-06-25,2024-06-30,728.79,Completed
12213,3075,2024-09-18,2024-09-22,326.11,Completed
12214,3076,2022-12-27,2022-12-28,1312.2,Completed
12215,3076,2023-03-26,2023-03-30,140.59,Completed
12216,3076,2023-05-16,2023-05-18,2721.07,Completed
12217,3076,2023-08-08,2023-08-11,494.03,Completed
12218,3076,2023-08-17,2023-08-18,413.22,Completed
12219,3076,2023-10-31,2023-11-04,3875.38,Completed
12220,3076,2024-01-03,2024-01-07,968.4,Completed
12221,3076,2024-01-18,2024-01-19,1284.48,Completed
12222,3076,2024-04-14,2024-04-19,914.27,Completed
12223,3077,2024-10-02,2024-10-04,1914.4,Completed
12224,3077,2024-11-01,2024-11-02,1346.67,Completed
12225,3078,2023-12-18,2023-12-23,1308.48,Completed
12226,3078,2024-01-26,2024-01-31,686.52,Completed
12227,3079,2023-07-17,2023-07-22,3589.0,Completed
12228,3079,2023-09-26,2023-09-30,1751.7,Completed
12229,3080,2022-12-23,2022-12-28,722.76,Completed
12230,3080,2023-02-07,2023-02-12,311.05,Completed
12231,3080,2023-05-01,2023-05-03,5283.93,Completed
12232,3080,2023-06-18,2023-06-21,981.09,Completed
12233,3080,2023-09-14,2023-09-15,1695.7,Completed
12234,3080,2023-12-06,2023-12-11,535.12,Completed
12235,3080,2024-02-27,2024-03-02,5378.41,Completed
12236,3081,2023-01-08,2023-01-09,832.19,Completed
12237,3081,2023-03-08,2023-03-11,828.81,Completed
12238,3081,2023-05-18,2023-05-19,688.22,Completed
12239,3081,2023-07-28,2023-08-02,371.61,Completed
12240,3081,2023-09-24,2023-09-27,5022.99,Completed
12241,3081,2023-12-02,2023-12-03,1744.66,Completed
12242,3081,2023-12-17,2023-12-19,1720.67,Completed
12243,3082,2024-04-11,2024-04-16,5072.2,Completed
12244,3082,2024-07-02,2024-07-06,562.71,Completed
12245,3082,2024-07-16,2024-07-20,958.23,Completed
12246,3083,2022-09-20,2022-09-21,1803.93,Completed
12247,3083,2022-12-18,2022-12-19,1695.75,Completed
12248,3083,2023-02-10,2023-02-14,1778.08,Completed
12249,3083,2023-03-20,2023-03-24,5364.92,Completed
12250,3083,2023-04-19,2023-04-22,378.31,Completed
12251,3084,2024-11-23,2024-11-26,296.7,Completed
12252,3085,2022-09-22,2022-09-27,914.23,Completed
12253,3085,2022-09-30,2022-10-01,3637.69,Completed
12254,3085,2022-11-27,2022-12-01,1614.0,Completed
12255,3085,2023-02-13,2023-02-18,905.06,Completed
12256,3085,2023-03-14,2023-03-16,343.58,Completed
12257,3085,2023-03-25,2023-03-27,36.18,Completed
12258,3085,2023-05-13,2023-05-18,1449.54,Completed
12259,3085,2023-08-11,2023-08-14,1131.87,Completed
12260,3086,2023-07-05,2023-07-10,1398.67,Completed
12261,3086,2023-08-22,2023-08-27,50.04,Completed
12262,3086,2023-11-04,2023-11-08,2677.77,Completed
12263,3086,2023-12-25,2023-12-28,947.88,Completed
12264,3086,2024-02-12,2024-02-16,1770.15,Completed
12265,3087,2023-06-02,2023-06-03,2679.51,Completed
12266,3087,2023-07-01,2023-07-04,2330.49,Completed
12267,3087,2023-09-10,2023-09-11,3189.38,Completed
12268,3088,2023-01-10,2023-01-15,2864.4,Completed
12269,3088,2023-03-22,2023-03-24,121.21,Completed
12270,3088,2023-06-18,2023-06-23,1375.05,Completed
12271,3088,2023-07-30,2023-08-01,6786.96,Completed
12272,3088,2023-09-26,2023-09-27,2398.58,Completed
12273,3089,2024-08-21,2024-08-22,2631.24,Completed
12274,3089,2024-10-15,2024-10-20,508.59,Completed
12275,3089,2024-11-30,2024-12-02,1337.77,Completed
12276,3090,2024-05-31,2024-06-03,100.04,Completed
12277,3090,2024-08-28,2024-09-01,1108.0,Completed
12278,3090,2024-10-10,2024-10-11,1132.0,Completed
12279,3090,2024-11-14,2024-11-19,649.25,Completed
12280,3091,2022-07-02,2022-07-05,211.77,Completed
12281,3092,2023-10-09,2023-10-10,434.67,Completed
12282,3092,2023-11-12,2023-11-13,2067.88,Completed
12283,3092,2024-01-29,2024-02-03,5200.58,Completed
12284,3093,2022-06-13,2022-06-14,664.32,Completed
12285,3093,2022-07-29,2022-08-01,197.06,Completed
12286,3093,2022-10-24,2022-10-28,1336.82,Completed
12287,3093,2022-12-21,2022-12-26,432.62,Completed
12288,3094,2023-05-12,2023-05-14,771.36,Completed
12289,3094,2023-05-23,2023-05-24,3950.26,Completed
12290,3094,2023-08-03,2023-08-06,3947.2,Completed
12291,3094,2023-10-01,2023-10-06,6624.07,Completed
12292,3094,2023-11-08,2023-11-10,1694.4,Completed
12293,3095,2022-05-02,2022-05-03,898.64,Completed
12294,3095,2022-06-27,2022-06-30,3831.34,Completed
12295,3095,2022-09-03,2022-09-07,307.38,Completed
12296,3095,2022-09-26,2022-09-29,295.8,Completed
12297,3095,2022-11-04,2022-11-07,1789.44,Completed
12298,3095,2022-11-27,2022-11-29,463.92,Completed
12299,3095,2023-02-21,2023-02-24,3595.66,Completed
12300,3096,2023-08-16,2023-08-21,563.35,Completed
12301,3096,2023-08-24,2023-08-29,376.77,Completed
12302,3096,2023-09-20,2023-09-22,512.79,Completed
12303,3096,2023-10-08,2023-10-10,1212.21,Completed
12304,3097,2024-05-24,2024-05-26,685.17,Completed
12305,3097,2024-07-19,2024-07-24,1747.26,Completed
12306,3097,2024-10-13,2024-10-16,413.08,Completed
12307,3098,2024-10-17,2024-10-21,981.69,Completed
12308,3098,2024-11-14,2024-11-15,1032.17,Completed
12309,3098,2024-11-29,2024-12-01,162.39,Completed
12310,3099,2022-02-02,2022-02-06,2516.14,Completed
12311,3099,2022-02-13,2022-02-15,261.95,Completed
12312,3099,2022-04-11,2022-04-13,117.43,Completed
12313,3099,2022-05-22,2022-05-27,134.6,Completed
12314,3100,2022-01-19,2022-01-22,1938.45,Completed
12315,3101,2023-05-19,2023-05-20,311.05,Completed
12316,3101,2023-07-21,2023-07-26,2303.62,Completed
12317,3102,2022-12-13,2022-12-17,843.03,Completed
12318,3103,2022-06-08,2022-06-10,54.15,Completed
12319,3103,2022-08-25,2022-08-26,83.75,Completed
12320,3103,2022-09-07,2022-09-10,516.99,Completed
12321,3104,2024-11-25,2024-11-30,1873.36,Completed
12322,3105,2024-05-21,2024-05-24,2584.02,Completed
12323,3106,2022-12-22,2022-12-27,2427.91,Completed
12324,3106,2023-03-14,2023-03-19,126.1,Completed
12325,3107,2023-11-30,2023-12-03,3461.13,Completed
12326,3107,2023-12-11,2023-12-15,6162.46,Completed
12327,3107,2024-01-18,2024-01-21,1729.37,Completed
12328,3107,2024-01-27,2024-02-01,513.27,Completed
12329,3107,2024-02-12,2024-02-15,441.17,Completed
12330,3107,2024-03-12,2024-03-13,355.06,Completed
12331,3107,2024-03-26,2024-03-31,243.96,Completed
12332,3107,2024-06-22,2024-06-26,206.04,Completed
12333,3107,2024-07-10,2024-07-14,1005.69,Completed
12334,3107,2024-08-25,2024-08-27,3994.3,Completed
12335,3107,2024-09-27,2024-09-28,2716.53,Completed
12336,3108,2022-09-05,2022-09-07,3508.89,Completed
12337,3108,2022-11-07,2022-11-11,1628.35,Completed
12338,3109,2024-09-23,2024-09-27,373.58,Completed
12339,3110,2023-03-15,2023-03-17,3964.22,Completed
12340,3110,2023-05-31,2023-06-03,1133.9,Completed
12341,3110,2023-06-11,2023-06-15,1199.79,Completed
12342,3110,2023-06-20,2023-06-25,2109.69,Completed
12343,3110,2023-07-25,2023-07-28,2381.32,Completed
12344,3110,2023-08-06,2023-08-09,4468.91,Completed
12345,3110,2023-10-10,2023-10-13,365.82,Completed
12346,3111,2023-03-29,2023-04-01,5686.87,Completed
12347,3111,2023-05-12,2023-05-15,1098.35,Completed
12348,3112,2024-11-22,2024-11-26,563.13,Completed
12349,3113,2024-09-29,2024-10-02,304.45,Completed
12350,3114,2022-01-16,2022-01-19,33.19,Completed
12351,3115,2023-09-10,2023-09-14,667.5,Completed
12352,3116,2022-01-14,2022-01-19,22.74,Completed
12353,3116,2022-04-11,2022-04-12,855.89,Completed
12354,3116,2022-05-01,2022-05-03,352.29,Completed
12355,3116,2022-07-28,2022-07-31,457.21,Completed
12356,3116,2022-09-16,2022-09-17,1159.81,Completed
12357,3116,2022-11-28,2022-11-29,1045.47,Completed
12358,3116,2023-01-29,2023-01-30,2325.81,Completed
12359,3116,2023-04-13,2023-04-15,673.02,Completed
12360,3116,2023-05-11,2023-05-15,2761.35,Completed
12361,3116,2023-07-10,2023-07-14,825.02,Completed
12362,3116,2023-09-29,2023-09-30,168.74,Completed
12363,3116,2023-12-26,2023-12-29,2896.98,Completed
12364,3116,2024-01-26,2024-01-29,1933.57,Completed
12365,3116,2024-03-22,2024-03-23,1445.49,Completed
12366,3117,2023-01-19,2023-01-20,690.66,Completed
12367,3117,2023-02-09,2023-02-11,1321.43,Completed
12368,3117,2023-05-07,2023-05-09,7380.83,Completed
12369,3117,2023-05-26,2023-05-31,1722.1,Completed
12370,3118,2022-01-25,2022-01-26,1494.17,Completed
12371,3118,2022-02-09,2022-02-12,1279.63,Completed
12372,3118,2022-03-27,2022-04-01,4008.61,Completed
12373,3118,2022-05-16,2022-05-21,2290.65,Completed
12374,3118,2022-07-26,2022-07-27,648.27,Completed
12375,3119,2024-10-11,2024-10-14,271.85,Completed
12376,3120,2024-11-22,2024-11-24,611.32,Completed
12377,3121,2022-09-13,2022-09-17,42.76,Completed
12378,3122,2022-11-19,2022-11-23,1831.98,Completed
12379,3122,2023-01-18,2023-01-23,1903.44,Completed
12380,3123,2024-08-23,2024-08-28,1194.24,Completed
12381,3123,2024-11-10,2024-11-14,1478.08,Completed
12382,3124,2023-09-06,2023-09-11,2296.23,Completed
12383,3125,2023-01-11,2023-01-12,4128.79,Completed
12384,3125,2023-02-07,2023-02-10,595.27,Completed
12385,3125,2023-02-15,2023-02-20,774.65,Completed
12386,3125,2023-03-15,2023-03-20,1348.77,Completed
12387,3126,2024-06-22,2024-06-25,761.15,Completed
12388,3126,2024-08-10,2024-08-13,4945.66,Completed
12389,3127,2022-10-18,2022-10-21,2893.84,Completed
12390,3127,2023-01-03,2023-01-07,4520.41,Completed
12391,3127,2023-03-30,2023-04-02,1123.91,Completed
12392,3128,2024-06-11,2024-06-14,1152.33,Completed
12393,3128,2024-08-21,2024-08-23,1105.52,Completed
12394,3128,2024-09-25,2024-09-30,2053.12,Completed
12395,3129,2023-02-15,2023-02-20,1375.45,Completed
12396,3129,2023-04-26,2023-04-30,258.2,Completed
12397,3129,2023-05-24,2023-05-25,4029.69,Completed
12398,3129,2023-08-17,2023-08-21,1299.33,Completed
12399,3130,2023-08-09,2023-08-12,317.31,Completed
12400,3131,2024-03-19,2024-03-23,1563.55,Completed
12401,3132,2022-03-06,2022-03-07,2294.43,Completed
12402,3133,2023-02-14,2023-02-19,1314.25,Completed
12403,3133,2023-05-09,2023-05-13,2958.3,Completed
12404,3133,2023-07-07,2023-07-08,2178.85,Completed
12405,3133,2023-09-06,2023-09-10,1996.74,Completed
12406,3134,2023-07-01,2023-07-04,2184.19,Completed
12407,3135,2024-09-29,2024-10-04,582.58,Completed
12408,3135,2024-10-30,2024-11-02,126.57,Completed
12409,3135,2024-11-09,2024-11-13,1205.21,Completed
12410,3135,2024-11-16,2024-11-19,1594.97,Completed
12411,3136,2022-09-23,2022-09-24,100.16,Completed
12412,3136,2022-12-06,2022-12-11,1525.0,Completed
12413,3136,2023-01-29,2023-02-03,2568.78,Completed
12414,3136,2023-03-14,2023-03-15,4280.98,Completed
12415,3136,2023-06-07,2023-06-12,2379.43,Completed
12416,3136,2023-08-15,2023-08-19,1189.04,Completed
12417,3137,2024-10-28,2024-11-01,4248.19,Completed
12418,3138,2022-08-16,2022-08-18,917.69,Completed
12419,3139,2022-09-23,2022-09-24,350.29,Completed
12420,3140,2024-10-26,2024-10-27,1067.8,Completed
12421,3141,2022-04-18,2022-04-22,652.19,Completed
12422,3142,2022-01-19,2022-01-23,642.91,Completed
12423,3142,2022-03-06,2022-03-08,696.87,Completed
12424,3142,2022-03-18,2022-03-21,1051.47,Completed
12425,3142,2022-04-05,2022-04-06,2263.01,Completed
12426,3143,2023-08-20,2023-08-22,287.14,Completed
12427,3144,2022-06-20,2022-06-25,814.66,Completed
12428,3145,2022-11-14,2022-11-16,80.0,Completed
12429,3146,2023-08-02,2023-08-05,231.9,Completed
12430,3146,2023-09-26,2023-09-27,6844.68,Completed
12431,3147,2023-05-23,2023-05-26,679.69,Completed
12432,3147,2023-07-16,2023-07-18,1053.95,Completed
12433,3147,2023-08-03,2023-08-06,469.73,Completed
12434,3147,2023-09-13,2023-09-17,1341.72,Completed
12435,3147,2023-10-11,2023-10-13,1304.28,Completed
12436,3147,2023-10-28,2023-10-30,3063.55,Completed
12437,3147,2023-12-31,2024-01-04,626.48,Completed
12438,3148,2024-09-02,2024-09-06,1573.94,Completed
12439,3148,2024-10-17,2024-10-20,749.62,Completed
12440,3149,2024-10-28,2024-10-31,840.54,Completed
12441,3150,2022-11-01,2022-11-05,1156.05,Completed
12442,3150,2022-12-13,2022-12-16,2244.01,Completed
12443,3150,2023-02-19,2023-02-20,3749.84,Completed
12444,3150,2023-02-27,2023-03-02,2787.26,Completed
12445,3150,2023-05-20,2023-05-23,1395.38,Completed
12446,3150,2023-07-08,2023-07-11,157.74,Completed
12447,3150,2023-08-28,2023-08-29,1343.71,Completed
12448,3150,2023-09-30,2023-10-01,280.59,Completed
12449,3150,2023-12-05,2023-12-07,1955.99,Completed
12450,3150,2024-02-05,2024-02-06,384.62,Completed
12451,3150,2024-03-24,2024-03-28,1268.11,Completed
12452,3150,2024-06-06,2024-06-08,3606.82,Completed
12453,3150,2024-09-01,2024-09-05,3921.94,Completed
12454,3150,2024-09-13,2024-09-14,942.52,Completed
